wall_t,esp_ts,stepper_position,dummy_raw,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,offset_0,offset_1,offset_2,offset_3,offset_4,offset_5,offset_6,offset_7,offset_8,saturated_0,saturated_1,saturated_2,saturated_3,saturated_4,saturated_5,saturated_6,saturated_7,saturated_8
1781385155.869664,336217,0,1820,-10816,-10207,2758024,5999813,2584755,1235,-4818649,1165,1240576,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385155.9705734,336317,0,1833,-10763,-10362,2761095,5994621,2579135,1242,-4819042,1116,1241267,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385156.0710974,336417,0,1827,-10745,-10465,2758193,5998341,2580435,1234,-4820638,1190,1240930,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385156.1702657,336517,0,1792,-10852,-10082,2754439,6004247,2586318,1236,-4822610,1270,1240195,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385156.2746747,336617,0,1785,-10971,-10112,2756672,6001292,2585496,1232,-4825358,1241,1240456,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385156.3758483,336717,0,1813,-10709,-10400,2760393,5995201,2579488,1252,-4826405,1170,1241293,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385156.4824314,336817,0,1795,-10711,-10259,2758577,5997403,2579362,1243,-4825654,1134,1241185,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385156.5817997,336917,0,1784,-10904,-10182,2754213,6004117,2585218,1237,-4825723,1190,1240352,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385156.6539161,337017,0,1793,-10893,-10162,2755411,6002844,2580172,1230,-4826384,1190,1241179,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385156.7541041,337117,0,1811,-10853,-10299,2759751,5996352,2578463,1228,-4827594,1178,1241535,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385156.8564074,337217,0,1823,-10728,-10443,2759539,5996374,2583881,1249,-4827943,1102,1240911,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385156.996658,337317,0,1815,-10671,-10352,2755287,6003811,2586311,1259,-4827484,1105,1240411,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385157.0521173,337417,0,1789,-10717,-10319,2759795,5997565,2581350,1260,-4827710,1185,1240918,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385157.1981544,337517,0,1795,-10747,-10254,2760987,5995917,2578254,1243,-4827418,1224,1241575,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385157.3024476,337617,0,1811,-10693,-10233,2757212,6001980,2582500,1232,-4828331,1149,1241332,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385157.3991354,337717,0,1812,-10661,-10282,2755348,6004727,2585963,1232,-4829460,1140,1240648,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385157.5035872,337817,0,1816,-10638,-10127,2758352,5999827,2582493,1231,-4828270,1127,1241579,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385157.5588248,337917,0,1781,-10713,-10299,2760534,5996390,2578444,1200,-4826629,1185,1241580,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385157.7117887,338017,0,1791,-10819,-10310,2757860,6000397,2581139,1214,-4826443,1194,1240927,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781385157.8108988,338117,0,1809,-10860,-10259,2754958,6004485,2585365,1253,-4827010,1181,1240895,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
