wall_t,esp_ts,stepper_position,dummy_raw,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,offset_0,offset_1,offset_2,offset_3,offset_4,offset_5,offset_6,offset_7,offset_8,saturated_0,saturated_1,saturated_2,saturated_3,saturated_4,saturated_5,saturated_6,saturated_7,saturated_8
1781277613.0372458,685566,0,1889,-2910,-9981,2867844,-31192,-8388608,-6776,-1175233,1651,1521400,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277613.038256,685666,0,1890,-2879,-10073,2867965,-31035,-8388608,-6853,-1175440,1567,1521360,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277613.038256,685766,0,1900,-3016,-10274,2868301,-31437,-8388608,-6840,-1175569,1717,1521492,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277613.141418,685866,0,1902,-2920,-10201,2868068,-30976,-8388608,-6863,-1175373,1702,1521383,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277613.2021742,685966,0,1880,-2423,-9704,2867644,-31308,-8388608,-6972,-1175035,1662,1521519,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277613.3427837,686066,0,1893,-2328,-9630,2867621,-31322,-8388608,-6997,-1174823,1636,1521616,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277613.4511735,686166,0,1890,-2195,-9705,2867970,-31508,-8388608,-7255,-1175019,1723,1522054,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277613.5474591,686266,0,1896,-1877,-10063,2868276,-32362,-8388608,-7027,-1175046,1653,1522069,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277613.7533824,686366,0,1900,-1805,-10287,2868007,-32660,-8388608,-6884,-1174696,1615,1521913,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277613.7539382,686466,0,1885,-1942,-10343,2867560,-32894,-8388608,-6892,-1173953,1590,1521732,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277613.812465,686566,0,1876,-1713,-10539,2867366,-33091,-8388608,-6819,-1173540,1715,1521632,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277613.9584913,686666,0,1894,-1609,-10274,2867505,-32879,-8388608,-6721,-1173629,1763,1521817,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277614.1672323,686766,0,1899,-1809,-10104,2867772,-32754,-8388608,-6787,-1173472,1615,1521827,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277614.1687448,686866,0,1899,-1936,-10133,2867530,-32773,-8388608,-6853,-1172951,1666,1521454,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277614.1935148,686966,0,1902,-1864,-10005,2867098,-32819,-8388608,-6860,-1172648,1672,1521333,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277614.291102,687066,0,1919,-1857,-9999,2867015,-32676,-8388608,-6907,-1172640,1579,1521415,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277614.3837757,687166,0,1907,-1774,-11824,2867138,-34640,-8388608,-6870,-1172720,1651,1521353,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277614.4832942,687266,0,1889,-1797,-11730,2867649,-33765,-8388608,-6879,-1172836,1675,1521382,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277614.5862792,687366,0,1894,-2230,-10757,2867569,-32255,-8388608,-6937,-1172740,1643,1521176,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
1781277614.6840868,687466,0,1889,-2374,-10177,2867542,-31878,-8388608,-6913,-1172285,1540,1521069,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,True,False,False,False,False
