wall_t,esp_ts,stepper_position,dummy_raw,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,offset_0,offset_1,offset_2,offset_3,offset_4,offset_5,offset_6,offset_7,offset_8,saturated_0,saturated_1,saturated_2,saturated_3,saturated_4,saturated_5,saturated_6,saturated_7,saturated_8
1781551821.4686277,2376923,0,2120,-2934,-5719,4124801,351837,2667899,-11240,-1685928,2637,1226901,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551821.5451422,2377023,0,2136,-2860,-6024,4123216,367724,2668053,-12278,-1685340,2733,1226887,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551821.6483867,2377123,0,1525,-2749,-6885,4120698,376505,2667793,-15426,-1684056,2738,1226669,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551821.7019246,2377223,0,913,-2475,-6111,4117717,385111,2667984,-9925,-1683328,2670,1226797,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551821.7943134,2377323,0,1908,-2806,-6333,4117992,392536,2667843,-13733,-1683097,2677,1226601,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551821.9549906,2377423,0,2014,-2363,-7524,4119365,399519,2668235,-19097,-1682583,2656,1226620,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551822.0640268,2377523,0,2009,-3024,-6636,4119129,406658,2668461,-15054,-1682391,2658,1226505,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551822.1602838,2377623,0,1946,-3972,-5106,4118004,412555,2668232,-8637,-1682297,2521,1226124,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551822.2194574,2377723,0,2101,-3202,-5608,4118216,416624,2668909,-7379,-1681856,2480,1226206,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551822.3648195,2377823,0,2070,-2978,-5152,4117996,424154,2669289,-4527,-1680884,2639,1226414,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
