wall_t,esp_ts,stepper_position,dummy_raw,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,offset_0,offset_1,offset_2,offset_3,offset_4,offset_5,offset_6,offset_7,offset_8,saturated_0,saturated_1,saturated_2,saturated_3,saturated_4,saturated_5,saturated_6,saturated_7,saturated_8
1781551907.6571803,2463187,0,1887,-2600,-6518,4143569,2456965,2432115,-10501,-1274235,2463,1267584,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551907.7520382,2463287,0,2048,-2460,-6142,4144038,2457306,2432444,-11011,-1273495,2643,1267774,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551907.8462925,2463387,0,2102,-2658,-6157,4144095,2457399,2432165,-11933,-1275918,2705,1267809,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551907.9462762,2463487,0,2100,-2783,-5763,4144066,2457199,2432322,-10088,-1285030,2725,1267887,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551908.051883,2463587,0,2106,-2664,-5807,4143832,2457364,2432479,-9477,-1284826,2665,1267670,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551908.1459343,2463687,0,2112,-2775,-5870,4143819,2457285,2432637,-10037,-1283927,2729,1267715,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551908.248695,2463787,0,2102,-2783,-5915,4144081,2457248,2432040,-10203,-1283538,2737,1267757,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551908.353541,2463887,0,2102,-2626,-6209,4143582,2458123,2432718,-12438,-1283056,2696,1267652,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551908.4764583,2463987,0,2085,-2697,-5640,4143174,2458234,2432430,-8820,-1282929,2692,1267695,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551908.5446541,2464087,0,2001,-3327,-4943,4142536,2458069,2432036,-6401,-1281932,2652,1267512,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551908.6813846,2464187,0,2071,-3203,-5132,4141749,2458303,2431814,-6013,-1278212,2506,1267505,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551908.7804782,2464287,0,2069,-2692,-5661,4141937,2459118,2431881,-7907,-1272852,2558,1267777,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551908.8549101,2464387,0,2029,-2614,-5823,4142204,2458745,2431667,-11870,-1269701,2642,1267984,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551908.9890685,2464487,0,1674,-2686,-6676,4141782,2458180,2431714,-18239,-1267749,2613,1267846,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551909.047923,2464587,0,1762,-2495,-7833,4141503,2458846,2431698,-22337,-1265523,2525,1267780,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551909.150045,2464687,0,2011,-2800,-7382,4140983,2458291,2431163,-21456,-1262548,2520,1267735,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551909.2993104,2464787,0,2101,-2609,-7809,4141669,2458307,2431402,-20510,-1257655,2397,1267951,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551909.3602517,2464887,0,2066,-3640,-5868,4140477,2459090,2432033,-12862,-1255441,2453,1267653,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551909.4477134,2464987,0,2016,-3511,-5625,4140019,2458153,2431016,-9671,-1254177,2314,1267512,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551909.5482683,2465087,0,2091,-2317,-6070,4141098,2458261,2431197,-10504,-1252607,2478,1267862,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551909.646478,2465187,0,2106,-2743,-5202,4141274,2458863,2432051,-8837,-1250556,2560,1268045,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551909.8051221,2465287,0,2087,-3376,-5211,4140288,2458849,2432159,-8290,-1249720,2519,1267815,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551909.8691266,2465387,0,2067,-2468,-5976,4140897,2458125,2431530,-12102,-1249074,2567,1267931,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551909.950397,2465487,0,1875,-3368,-5979,4140035,2457857,2431387,-9254,-1246500,2442,1267500,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551910.0491161,2465587,0,1999,-2222,-6960,4139500,2459175,2431304,-7712,-1244486,2417,1267923,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551910.2185981,2465687,0,2105,-2317,-5513,4140815,2459250,2432375,-4979,-1243756,2657,1267924,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551910.2686677,2465787,0,2082,-3158,-5936,4141023,2458497,2432152,-8582,-1242831,2643,1268017,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551910.4361088,2465887,0,1887,-3455,-6053,4138558,2458233,2431981,-11166,-1240916,2518,1267430,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551910.487934,2465987,0,1948,-2782,-6064,4139292,2459667,2433070,-7228,-1239591,2326,1267524,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551910.6260688,2466087,0,2091,-4068,-4836,4138916,2458329,2432258,-4852,-1238501,2549,1267562,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551910.679431,2466187,0,2067,-2486,-5371,4140042,2458204,2432051,-7039,-1233141,2494,1267615,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551910.838661,2466287,0,2029,-3289,-6047,4139015,2459082,2433078,-11846,-1230181,2621,1267815,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551911.0375783,2466387,0,1920,-2390,-7290,4138998,2459635,2432902,-17013,-1227167,2512,1267398,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551911.0385857,2466487,0,1794,-2801,-6723,4138944,2458677,2432512,-17900,-1223102,2401,1267542,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551911.1013412,2466587,0,1836,-2638,-6758,4138249,2458471,2432180,-14514,-1219260,2411,1267621,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551911.2400868,2466687,0,1771,-3085,-6158,4137389,2459967,2433121,-15429,-1215498,2362,1267168,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551911.3459504,2466787,0,2086,-2988,-6568,4137516,2459845,2432624,-12971,-1211918,2443,1267559,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551911.3984175,2466887,0,2012,-2361,-6292,4138962,2459187,2433042,-12774,-1208613,2634,1267723,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551911.4660814,2466987,0,1943,-3289,-6614,4137868,2459673,2432643,-13236,-1205010,2448,1267528,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
