wall_t,esp_ts,stepper_position,dummy_raw,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,offset_0,offset_1,offset_2,offset_3,offset_4,offset_5,offset_6,offset_7,offset_8,saturated_0,saturated_1,saturated_2,saturated_3,saturated_4,saturated_5,saturated_6,saturated_7,saturated_8
1781551851.13667,2406623,0,1812,-3157,-5530,4149394,2618213,2400474,-8143,452819,2556,1257544,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.1394064,2406723,0,1863,-2879,-5688,4148555,2618944,2399867,-10977,451040,2418,1257390,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.1394064,2406823,0,1887,-2329,-6921,4148545,2619859,2400005,-12349,450052,2534,1257459,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.1406198,2406923,0,2005,-2563,-6346,4149457,2620078,2400254,-10525,449125,2708,1257706,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.1406198,2407023,0,2033,-3249,-5932,4150724,2620220,2400172,-11388,448913,2727,1257798,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.1406198,2407123,0,1939,-4302,-5356,4147538,2621093,2399220,-8440,448046,2460,1256764,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.1406198,2407223,0,2040,-4382,-4377,4147235,2622183,2398985,-1284,446861,2107,1256744,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.1421266,2407323,0,2058,-4191,-5321,4146961,2623298,2399097,-2288,446495,2066,1256829,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.1421266,2407423,0,2071,-3078,-6153,4148431,2623511,2399119,-7869,445558,2146,1257107,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.1421266,2407523,0,2046,-3062,-6247,4148245,2623815,2399331,-9624,444801,2387,1257278,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.1421266,2407624,0,2015,-2730,-7570,4148058,2624283,2399289,-19279,445087,2392,1257220,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.1522396,2407723,0,1867,-3196,-7329,4147202,2623464,2398716,-16957,445297,2386,1256992,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.218023,2407823,0,1819,-3310,-7051,4146510,2624183,2398370,-11728,445557,2181,1256778,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.218023,2408688,0,1915,-3527,-7131,4145189,2629557,2397767,-13145,444020,1834,1256943,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.2751184,2408787,0,1933,-3772,-6160,4145381,2629683,2397609,-6947,443332,1850,1257034,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.391807,2408887,0,2026,-2966,-4733,4146459,2630081,2398792,-502,442574,2243,1257526,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.4528093,2408987,0,2091,-2601,-5257,4148774,2630522,2399090,-8320,442348,2706,1258020,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.5515292,2409087,0,1996,-2989,-5622,4148903,2630116,2398942,-12945,442190,2604,1257712,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.698072,2409187,0,1958,-2299,-6563,4148425,2630086,2399309,-14299,442060,2495,1257662,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.7520206,2409287,0,2124,-2604,-6029,4149327,2631137,2399563,-12240,441580,2558,1257885,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.9025216,2409387,0,1958,-3437,-6213,4147555,2631666,2399149,-12944,440888,2437,1257295,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551853.9550393,2409487,0,1943,-2709,-6171,4148102,2632106,2399626,-13244,439935,2485,1257430,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551854.1051958,2409587,0,1888,-3102,-5776,4146932,2631795,2399342,-10672,438001,2629,1257108,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551854.16006,2409687,0,2003,-3390,-5560,4147692,2632369,2399671,-7786,437251,2479,1257199,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551854.3166132,2409787,0,1972,-3510,-4814,4146650,2631853,2399646,-6766,436642,2556,1256932,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551854.415217,2409887,0,2090,-2686,-6021,4147269,2632369,2399781,-9794,436539,2439,1257174,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551854.5200517,2409987,0,2078,-3474,-5565,4146527,2632722,2399733,-11690,436118,2548,1256933,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551854.616316,2410087,0,2014,-2156,-7342,4146705,2632568,2399711,-15402,435076,2384,1256882,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551854.6795268,2410187,0,1934,-2522,-6793,4147311,2632667,2400043,-12283,434130,2465,1256979,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551854.7542298,2410287,0,1984,-2763,-6070,4147369,2633197,2400208,-9436,433580,2544,1256990,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551854.859006,2410387,0,2083,-2895,-4904,4147495,2633284,2400426,-4674,432966,2626,1256975,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
1781551854.9520302,2410487,0,2071,-2987,-5318,4147797,2633735,2400368,-7924,432326,2582,1256795,-1414,-11977.2,2398388,6704161,2782332,-8826.8,-1408933,-648.6,1198786,False,False,False,False,False,False,False,False,False
