wall_t,esp_ts,stepper_position,dummy_raw,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,offset_0,offset_1,offset_2,offset_3,offset_4,offset_5,offset_6,offset_7,offset_8,saturated_0,saturated_1,saturated_2,saturated_3,saturated_4,saturated_5,saturated_6,saturated_7,saturated_8
1781277437.5799656,510366,0,1885,-826,-10392,2552551,-35092,-3485158,-6949,-1047271,1610,1383806,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,False,False,False,False,False
1781277437.8295848,510466,0,1886,-867,-10625,2552508,-35079,-3636173,-6900,-1047167,1597,1383875,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,False,False,False,False,False
1781277437.830602,510566,0,1907,-1058,-10262,2552429,-34741,-3567229,-6965,-1047244,1574,1383883,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,False,False,False,False,False
1781277437.9340146,510666,0,1882,-1200,-9886,2552185,-34056,-3764163,-7067,-1047248,1650,1383817,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,False,False,False,False,False
1781277438.1365504,510766,0,1870,-867,-10115,2552022,-34736,-3774491,-6851,-1047270,1702,1383808,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,False,False,False,False,False
1781277438.1365504,510866,0,1871,-488,-10234,2551943,-35506,-3803671,-6855,-1047269,1643,1383802,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,False,False,False,False,False
1781277438.239219,510966,0,1874,-446,-9968,2551855,-35495,-3866540,-6891,-1047273,1593,1383736,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,False,False,False,False,False
1781277438.2895577,511066,0,1872,-331,-10134,2551668,-35530,-4026948,-6845,-1047231,1656,1383699,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,False,False,False,False,False
1781277438.4434106,511166,0,1897,-59,-10442,2551585,-36055,-4101016,-6839,-1047144,1715,1383674,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,False,False,False,False,False
1781277438.4914367,511266,0,1885,87,-10310,2551538,-36474,-4345286,-6691,-1047053,1654,1383647,-5091.2,-11675.4,2486784,-31540.6,-6928640,-8780.8,-987013.5,-265.6,1480765,False,False,False,False,False,False,False,False,False
